date,mean(¡ÆC),prep(mm),humidity(%),input,whole_price,retail_price
20160101,1.2,0,73,0,48000,28250
20160102,5.7,0,76.9,0,48000,28250
20160103,6.5,0,80.6,0,48000,28250
20160104,2,0,54.4,182920,48000,28250
20160105,-2.7,0,39.4,47480,48000,28250
20160106,-1.7,0,54.3,35172,48000,28250
20160107,-3.4,0,51.8,38818,48000,28250
20160108,-3.3,0,49.8,91475,48000,28250
20160109,-2.1,0,57.1,11865,48000,28250
20160110,0.3,0,42.3,0,48000,28250
20160111,-3.8,0,38.3,90263,48000,28250
20160112,-5.2,0,46,42330,48000,30605
20160113,-4.5,0.4,63,49455,48000,31105
20160114,-3.4,0,52.1,67959,48000,31851
20160115,-0.4,0,52.3,69717,48000,31851
20160116,-0.2,0.1,68,26550,48000,31851
20160117,1.7,0,64,0,48000,31851
20160118,-6.3,0.2,59.8,116138,48000,31851
20160119,-12.8,0,45.9,49637,48000,31851
20160120,-10.5,0,43.6,45272,48000,31851
20160121,-7.1,0,44.3,82947,48000,31851
20160122,-7.6,0,40.5,595515,48000,31851
20160123,-11.5,0,42,134367,48000,31851
20160124,-14.4,0,48.5,0,48000,31851
20160125,-9.4,0,47.1,161361,48000,31851
20160126,-3.3,0.3,64.5,137474,48000,31851
20160127,-1.1,0,56.3,293614,51000,31851
20160128,-0.5,0,51.5,388242,51000,31820
20160129,1.9,0,43.6,476996,55000,31820
20160130,0.6,0,59.5,0,55000,31820
20160131,-3.9,0,34,0,55000,31820
20160201,-6,0,36,453081,55000,31820
20160202,-5.3,0,41.8,414931,52000,31236
20160203,-2.4,0,49.6,317243,52000,30404
20160204,-0.7,0,50.1,211016,53000,30854
20160205,-2.2,0,39.4,154461,53000,30516
20160206,-3.1,0,38.6,64757,53000,30516
20160207,-2.9,0,46.5,0,53000,30516
20160208,1.3,0,62.1,0,53000,30516
20160209,0.3,0,52.5,0,53000,30150
20160210,2.7,0,38.5,0,53000,30150
20160211,8.1,0.1,29.3,3678,53000,30150
20160212,8.4,18,95.3,1530,50000,30129
20160213,11,21,95,0,50000,30129
20160214,-2.6,2.5,73.1,0,50000,30129
20160215,-5.8,0,48.4,10860,50000,30488
20160216,-2.7,0.8,65.6,20798,48000,30488
20160217,0,0,53.9,30759,48000,30945
20160218,3.5,0,66.4,21720,48000,31111
20160219,2.3,0,56.4,46745,48000,30111
20160220,1.3,0,37.1,4530,48000,30111
20160221,-0.6,0,36.4,0,48000,30111
20160222,1.1,0,36.6,53745,48000,30111
20160223,0.7,0.9,56,13050,48000,30861
20160224,-3,0,42,25980,48000,30861
20160225,-0.2,0,49.9,26581,48000,30861
20160226,2.2,0,41.3,44670,48000,30861
20160227,3.3,0.2,57.6,7650,48000,30861
20160228,0.7,4.1,65.5,0,48000,30861
20160229,-3.8,0,48.6,94725,48000,30861
20160301,-2.7,0,47.3,20993,48000,30861
20160302,3.1,0,67.9,55095,48000,30861
20160303,8.1,0,65.1,52395,48000,30861
20160304,13.2,0.1,55.3,47940,48000,31127
20160305,11.3,40,91.3,10365,48000,31127
20160306,7.9,0.2,51,0,48000,32603
20160307,8.1,0,36.9,90525,48000,32603
20160308,2.7,0,40.4,23805,48000,31603
20160309,0.3,0,37.5,37680,48000,31603
20160310,-1.1,0,37.8,40770,48000,32603
20160311,-0.5,0,43.8,50470,45000,32037
20160312,2,0,55.6,8175,45000,32037
20160313,3.7,0.1,68.1,0,45000,32037
20160314,4.7,0,57,69893,45000,32037
20160315,5.2,0,43.4,36930,45000,32037
20160316,7.5,0,45.1,26010,45000,32037
20160317,9.3,0,40.9,28200,45000,32037
20160318,13.4,0,50,52388,45000,32037
20160319,11.4,0,58.3,24090,45000,32037
20160320,10.6,0,54,0,45000,32037
20160321,9.9,0,54.1,113142,45000,32037
20160322,8,0,58.1,37155,45000,32037
20160323,8.2,0,49.6,33038,45000,32037
20160324,7.2,0,36.5,49395,45000,31031
20160325,7.1,0,43.9,63008,45000,30148
20160326,6.5,0,54.5,17880,45000,30148
20160327,7.2,0,55.6,0,45000,30148
20160328,9.8,0,47.8,83602,45000,30148
20160329,11.3,0.1,57.8,57555,45000,28912
20160330,11.5,0,49.9,30968,45000,28912
20160331,13.5,0,27,123690,45000,28912
20160401,15.3,0,26,144773,45000,28912
20160402,15,0,40.8,14715,45000,28912
20160403,10.7,2,75.1,0,45000,28912
20160404,12.3,0,42.6,101843,45000,29112
20160405,11.4,0,45.1,49920,45000,29112
20160406,14.4,3,44.3,41048,45000,29112
20160407,14.1,7.5,69.5,38483,45000,29112
20160408,11.1,0,76.1,48000,45000,29112
20160409,10.7,0,83.9,13830,45000,29112
20160410,13.4,0,71.3,0,45000,29112
20160411,12.5,0,43.8,79516,45000,29112
20160412,14.1,0,42.6,29070,45000,29112
20160413,15.6,1,67.5,16125,45000,29112
20160414,12.4,0,75.9,38205,45000,29112
20160415,15,0,46.4,44415,45000,29112
20160416,14.9,23.5,58.9,540,45000,29112
20160417,10.8,20.5,66.8,0,45000,29112
20160418,11.2,1.5,65.4,76830,45000,29112
20160419,12,0,55.1,41963,45000,30315
20160420,14.3,0.5,54,32040,45000,30870
20160421,13.5,17,87.6,56708,45000,32126
20160422,13.5,0,83.4,115890,45000,32126
20160423,13.5,0,52.1,9750,45000,32126
20160424,15.5,0,39.6,0,45000,32126
20160425,17.2,0,34.8,108947,45000,32126
20160426,21.1,0,34.8,66698,45000,32126
20160427,17.2,0,32,31984,45000,32126
20160428,17.2,0,34.4,50678,45000,32126
20160429,16.2,0.3,47.6,30090,45000,32126
20160430,15.9,0,45.3,4530,45000,32126
20160501,18.8,0,40.5,0,45000,32126
20160502,21.1,16.5,64.5,112575,45000,32126
20160503,12.9,27,86.1,31770,45000,32126
20160504,15.7,0,46.6,51931,45000,32126
20160505,18.9,7.5,50.8,43905,45000,32126
20160506,16.3,9.5,89.3,37470,45000,32126
20160507,16.5,0,60.3,8235,45000,32126
20160508,19.4,0,44.8,0,45000,32126
20160509,20.2,0,43,71273,45000,32126
20160510,14.5,13.5,82.4,34545,45000,32126
20160511,16.4,0,60.9,73155,45000,32126
20160512,17.8,0,62.4,64650,47000,32126
20160513,18.6,0.5,57,30083,47000,32126
20160514,20.2,0,47.1,3735,47000,32126
20160515,17.4,45,73.9,0,47000,32126
20160516,15.9,2.5,57,36960,47000,32126
20160517,19.3,0,48.8,61785,47000,32126
20160518,22.3,0,40.3,32055,47000,32126
20160519,24.3,0,36.4,27720,47000,32126
20160520,24,0,32,24525,47000,32126
20160521,24.1,0,23.8,8700,47000,32126
20160522,24.7,0,35,0,47000,32126
20160523,23.3,0,43,44355,47000,32697
20160524,16.8,38.5,82.6,18870,47000,32697
20160525,19.7,0,67.9,38250,47000,32697
20160526,19.4,0,72,9405,47000,32697
20160527,20.9,0,61.3,22470,47000,32697
20160528,21.7,0,56.1,6255,47000,32697
20160529,21.5,0,56.1,0,47000,32697
20160530,22.1,0,57.3,43305,47000,32697
20160531,21.6,0,63.6,50175,47000,32335
20160601,23.3,0,45.8,45945,48000,32335
20160602,23.2,0,38.3,51525,48000,31766
20160603,22.2,0,48.1,61575,48000,31766
20160604,21.2,0,51.8,7755,48000,31766
20160605,24.7,0,47.3,0,48000,31766
20160606,23.3,0,49.1,59056,48000,31766
20160607,21.7,0.1,69.5,34200,48000,31766
20160608,22.1,0,65.9,29820,48000,31766
20160609,24.1,0,59.5,15600,48000,32093
20160610,24.6,0,60.9,34665,48000,32093
20160611,23.5,3,74.3,2430,48000,32093
20160612,23.5,1.5,79.4,0,48000,32093
20160613,23.5,0,70.5,61628,48000,32093
20160614,23.8,0,62.5,24420,48000,32093
20160615,20.9,15.5,81.8,68618,50000,32927
20160616,20.9,0,73.5,32655,50000,32927
20160617,23.8,0,63.1,76628,50000,32927
20160618,24.5,0,58,10455,50000,32927
20160619,24.1,0,64.5,0,50000,32927
20160620,24.7,0,66,72023,50000,32927
20160621,26,0,60.1,29085,50000,32927
20160622,24.3,30.5,75.1,27660,50000,32927
20160623,24.7,0.1,71,29580,50000,32927
20160624,23.1,3.5,75.8,44565,50000,32927
20160625,22.8,0,63.1,17535,50000,32927
20160626,24.4,0,58.4,0,50000,32927
20160627,24.4,0,55.5,53465,50000,32927
20160628,24.7,0,61.1,0,50000,33210
20160629,25.3,0,58,31215,50000,33210
20160630,24.6,0.2,78.1,116610,50000,33377
20160701,24,108.5,86.5,62550,50000,33543
20160702,23.5,4,81.4,3300,50000,33543
20160703,23.5,0,70.4,0,50000,33543
20160704,21.8,29.5,85.1,115620,50000,34043
20160705,23.1,100.5,93.6,48540,50000,34043
20160706,22.9,0,74,55590,50000,34043
20160707,24,0,71.6,98610,50000,34043
20160708,27.3,0,66.5,0,53000,34043
20160709,27.7,0,64.8,4200,53000,34043
20160710,27.9,0,64.4,0,53000,34043
20160711,28.4,0,67.4,7290,55000,34043
20160712,26.3,3,65.5,51600,55000,34377
20160713,26.3,0,69,34110,55000,34377
20160714,27.5,0.1,66.9,22755,55000,34377
20160715,26.2,1.5,60,45150,55000,34377
20160716,20.8,46.5,92.8,0,55000,34377
20160717,21.7,2.5,82.9,0,55000,34377
20160718,24.4,0.2,75.1,0,55000,34377
20160719,27.1,0,65.5,31722,57000,34377
20160720,28.6,0,62.5,20116,57000,34377
20160721,28.3,0,61.3,4800,59000,34043
20160722,29.1,0,64,2565,59000,34210
20160723,28.7,0.5,70.4,1230,59000,34210
20160724,28,0.5,77.9,0,59000,34210
20160725,28.4,0,75.3,44400,60000,34210
20160726,28.4,0,69,0,60000,34210
20160727,27.6,0.5,76.4,20160,60000,34210
20160728,28,0.2,70.6,0,60000,34210
20160729,26.3,59.5,82.3,32190,60000,34210
20160730,28.6,0.5,73.5,34200,60000,34210
20160731,28.9,0.2,72.1,0,60000,34210
20160801,28.4,0,72,0,60000,34210
20160802,27.2,2,72.5,15660,60000,34210
20160803,29.1,0,65.4,12255,60000,34989
20160804,30.7,0,59.6,5880,60000,34989
20160805,31.2,0,60.1,12114,60000,33653
20160806,30.5,0,64.8,1800,60000,33653
20160807,30.6,0,56,0,60000,33653
20160808,30.5,0,63.1,27690,60000,33653
20160809,29.3,1,68.3,2775,60000,33184
20160810,29.4,0,66.3,0,60000,33184
20160811,30.5,0,64.1,2130,60000,33184
20160812,30.4,0,68.3,0,60000,33184
20160813,30.2,0,67.9,1440,60000,33184
20160814,28.9,0.2,74,0,60000,33184
20160815,29.1,0,65.5,2160,60000,33184
20160816,29.3,0.5,64.9,7875,60000,33184
20160817,29.9,0,60.4,0,60000,32784
20160818,29.9,0,61.9,0,60000,32784
20160819,28.9,11.5,69.5,0,60000,31065
20160820,30.1,0,59,0,60000,31065
20160821,30.7,0,57.5,0,60000,31065
20160822,30.7,0.4,58,330,60000,31065
20160823,28.3,8,68.8,300,60000,31065
20160824,29.1,0,59.1,1095,60000,31320
20160825,27.1,4.5,70.4,2325,60000,27150
20160826,23,20,57,5078,60000,27150
20160827,23.4,0,43.3,7471,60000,27150
20160828,21,1.5,62.5,0,60000,27150
20160829,22.2,0,54.5,105211,60000,27150
20160830,20.6,0,60.4,224965,60000,25000
20160831,17.7,17.5,85.3,275094,60000,25000
20160901,23.2,0,71.3,471911,60000,25000
20160902,24.2,4.5,68.5,590643,60000,28300
20160903,23.9,0.5,73.8,654100,60000,28300
20160904,25.6,0,71.3,0,60000,28300
20160905,26.4,0,66.1,1012570,60000,28300
20160906,24.7,0,69,835355,60000,31087
20160907,24.3,0,69.8,912133,60000,31087
20160908,23,4.5,76.4,877285,60000,31252
20160909,23.9,0,71.1,940275,60000,29852
20160910,24.4,0,65.4,857226,60000,29852
20160911,24.5,0,66.3,0,60000,29852
20160912,23.4,2.5,68.9,817025,60000,30252
20160913,24.6,0,62.5,379175,55000,30252
20160914,24.6,0,66.1,4674,55000,30252
20160915,23.9,0,68.1,0,55000,30252
20160916,24.6,0,64.9,0,55000,30252
20160917,23.1,7,64.8,0,55000,30252
20160918,23.5,0,53.4,0,55000,30252
20160919,21.9,0,53.3,23988,55000,30252
20160920,20.6,0,41.1,11473,55000,30252
20160921,20.2,0,43.4,15730,55000,30760
20160922,21.9,0,46.3,37658,55000,30760
20160923,21.4,0,57.9,36604,55000,30427
20160924,22.3,0,60.6,28275,55000,30427
20160925,23,0,57.6,0,55000,30427
20160926,23.6,0,59.1,106268,52000,30427
20160927,21,13.5,82.5,92288,52000,30427
20160928,19.9,0.5,84.6,58224,52000,30427
20160929,20.4,0,64.4,74196,52000,30427
20160930,20.5,0,66.9,154302,50000,30427
20161001,21.1,0,69,38625,50000,30427
20161002,19,18.5,84.1,0,50000,30427
20161003,22.7,6.5,73.3,32656,50000,30427
20161004,22,0,58.9,0,50000,30605
20161005,21.1,0,61.9,64126,50000,30605
20161006,18,0,59.3,73450,47000,30605
20161007,19.7,2,67.8,94038,45000,30605
20161008,16.8,6,66.4,60924,45000,30605
20161009,11.3,0,46.3,0,45000,30605
20161010,14,0,43.3,150560,45000,30192
20161011,15.4,0,62.4,1080,45000,30192
20161012,15.5,0,57,119445,45000,30192
20161013,15.2,0,44.1,98670,48000,30993
20161014,16.7,0,61.8,85709,44000,30993
20161015,19.1,0,60.6,97988,44000,30993
20161016,17.2,1.5,74.1,0,44000,30993
20161017,17.5,0,76.1,174939,44000,30993
20161018,17,0,70.9,0,44000,30993
20161019,18,0,67.6,144176,44000,30993
20161020,18.6,0,61.3,124012,44000,30993
20161021,17.9,0,58.6,0,44000,30993
20161022,18.3,0,59,86260,44000,30993
20161023,13.3,2.5,66.3,0,44000,30993
20161024,15.1,0,54.8,148308,42000,30993
20161025,14.1,37,84,126132,42000,30993
20161026,13.3,0,81,0,42000,30993
20161027,14.6,0,65.4,109123,42000,31280
20161028,14.6,0.3,61.8,0,42000,31280
20161029,7.8,0,40.3,0,42000,31280
20161030,7.9,0,31.9,0,42000,31280
20161031,5.7,0.5,59.9,97632,42000,31280
20161101,1.5,0,43.6,131313,42000,31280
20161102,4.1,0.1,53.1,0,42000,31280
20161103,9.1,0.2,62.8,0,42000,31280
20161104,12.3,0,67,123369,42000,31845
20161105,15,0,77.4,66461,42000,31845
20161106,14,0,59.4,0,42000,31845
20161107,12.8,5.5,71.3,162436,42000,31845
20161108,4.1,0.5,58,123678,42000,31845
20161109,2.1,0,41.1,118412,42000,31845
20161110,6,0.4,55.5,99691,43000,31845
20161111,9.1,4,63.3,122517,43000,31845
20161112,11.4,0,62.1,67770,43000,31845
20161113,14.4,0.5,74.8,0,43000,31845
20161114,13.2,1.5,78.5,235314,43000,31845
20161115,5.2,0,44.3,140164,43000,31845
20161116,5.2,0,44.3,148063,41000,31845
20161117,9.1,0,56.4,175971,41000,32095
20161118,10.3,0,58.4,156670,41000,32095
20161119,13,0,71.1,72510,41000,32095
20161120,9.8,0,48.6,0,41000,32095
20161121,9.5,0,40.5,204450,41000,32095
20161122,2,0.2,43.3,81770,41000,32095
20161123,-1.8,0,37.5,96791,41000,32095
20161124,-2.5,0,37.8,104640,41000,32095
20161125,1,0,43.9,95810,42000,32095
20161126,0.9,2.8,69.6,43342,42000,32095
20161127,3.3,0,81.3,0,42000,32095
20161128,1.4,0,57.9,119742,42000,32095
20161129,1.7,0,40.8,89030,42000,32095
20161130,6,1,59.8,157373,42000,32095
20161201,4.1,0,47.6,103227,42000,31280
20161202,1.6,0,48.4,139095,42000,31280
20161203,4.5,0,58.8,32420,42000,31280
20161204,5.5,0,60.1,0,42000,31280
20161205,5.9,1.5,69.1,165987,42000,31280
20161206,-1.1,0,38.5,105910,40000,31280
20161207,1.7,0,58.3,109191,40000,31280
20161208,2.1,3,70,74498,42000,31280
20161209,1.4,3,65.8,127617,42000,31280
20161210,-1.6,0,47.6,19331,42000,31280
20161211,-1.1,0,42.6,0,42000,31280
20161212,2.3,0,37.9,126338,45000,31280
20161213,3.4,0,53.6,76299,45000,31280
20161214,-1.4,0.1,68.1,77429,45000,31280
20161215,-5,0,41.8,50476,45000,31280
20161216,-4.7,0,40.3,79908,45000,31280
20161217,2.7,0,60.1,29190,45000,31280
20161218,4.9,0,68.8,0,45000,31280
20161219,7.2,0.1,66,127355,45000,31280
20161220,7.6,0,71.3,96143,45000,31280
20161221,7.9,29,75.5,0,45000,31280
20161222,5.5,23.5,90.3,78115,45000,31280
20161223,-2.5,0.1,71.1,135822,45000,31280
20161224,-2.4,0,66,0,45000,31280
20161225,1,0,69.5,0,45000,31280
20161226,2.5,0,73.8,131045,45000,31280
20161227,-2.3,0.5,54.6,59640,45000,31280
20161228,-3.7,0,49,5985,45000,31280
20161229,-4.2,0.3,53.1,0,45000,31280
20161230,-3.9,0,50.9,300928,45000,31280
20161231,0.7,0,65.4,5805,45000,31280
20170101,2.7,0,75.9,0,45000,31280
20170102,5,0.3,77.8,0,45000,31280
20170103,2,0,61.8,161557,45000,31280
20170104,3.9,0,55,38400,45000,31280
20170105,3.8,0,52.3,98116,45000,31280
20170106,5.4,0,58.5,129467,45000,31280
20170107,4.6,0,64.9,57070,45000,31280
20170108,6.5,0,61.4,0,45000,31280
20170109,1.5,0,60.8,87397,45000,31280
20170110,-3.7,0,45.1,20205,45000,31280
20170111,-3.8,0,36.4,290606,45000,31280
20170112,-2.2,0,43.1,348140,45000,31280
20170113,-6,0.6,47.4,345228,45000,31280
20170114,-8.4,0,33.3,304761,45000,31280
20170115,-6.6,0,35.3,0,45000,31280
20170116,-3.8,0,37.6,106823,45000,31280
20170117,-2,0,46.6,319025,45000,31280
20170118,-0.5,0,68.9,512783,45000,31280
20170119,-1.2,0,55.4,605977,45000,29374
20170120,-4.4,4,70.3,556684,45000,29374
20170121,-5.2,2.1,78.1,0,45000,29374
20170122,-8.3,0,51.3,0,45000,29374
20170123,-8.9,0,48.4,195337,45000,28899
20170124,-7,0,49.6,0,47000,28899
20170125,-5.2,0,50.6,24920,47000,28986
20170126,-1.3,0.3,64.4,51625,47000,28986
20170127,-2.6,3,47.3,15411,47000,28986
20170128,-1.6,0,38,0,47000,28986
20170129,0.8,4.5,71.1,0,47000,28986
20170130,-4.8,0.1,61.4,0,47000,28986
20170131,-5.4,0,44.8,0,47000,29260
20170201,-4,0,44.5,12975,47000,29679
20170202,-2.7,0,52.9,14108,47000,30350
20170203,1.5,0,65.4,0,47000,30729
20170204,0.9,0,69.4,0,47000,30729
20170205,1.2,0.5,75.3,0,47000,30263
20170206,-1.7,0,51,177484,47000,30263
20170207,-2,0,45.4,14865,47000,30263
20170208,-2.2,0,50.1,79028,47000,30263
20170209,-5.3,0,47,72708,47000,30263
20170210,-6.6,0,44.3,60870,47000,29429
20170211,-4.8,0,45.4,11273,47000,29429
20170212,-2.2,0,51.3,0,47000,29429
20170213,0.1,0,59.6,5325,45000,28919
20170214,0.3,0,46,16658,45000,29429
20170215,1.8,0,52.1,50175,45000,29429
20170216,5.5,0,63.9,44513,45000,29429
20170217,0.8,4,56.9,40650,45000,29429
20170218,-2.6,0,49.4,18815,45000,29429
20170219,2.3,1,68,0,45000,29429
20170220,-1.5,0.5,53.8,97165,45000,29429
20170221,-0.6,0,37.1,18150,45000,29429
20170222,1.7,5.1,70.8,14115,45000,29429
20170223,-1.5,0,56.4,48711,45000,29376
20170224,-0.8,0,51.3,64775,43000,29376
20170225,2.6,0,63.6,14715,43000,29376
20170226,3.6,0,52.8,0,43000,29376
20170227,3.7,0,37.4,10815,43000,30614
20170228,5.6,0,41.5,10030,43000,30614
20170301,5,5,65,40085,45000,30614
20170302,1.8,0.5,59.5,79272,45000,31566
20170303,3.3,0,54.4,104670,45000,31566
20170304,5.7,0,60,25120,45000,31566
20170305,5.2,0.5,71.6,0,45000,31566
20170306,0.1,0,41.3,45482,47000,31566
20170307,-1.3,0,37.5,22382,47000,31566
20170308,-0.1,0,50.6,48811,47000,31566
20170309,3.2,0,47.3,56010,47000,32517
20170310,4.8,0,37.4,57160,47000,32517
20170311,7.3,0,37.4,14775,47000,32517
20170312,8.2,0,58.4,0,47000,32517
20170313,6.9,0,49.8,32372,49000,32517
20170314,5.8,0,37.5,13695,49000,32517
20170315,6.3,0,34.9,45630,49000,32517
20170316,6.2,0,41.8,45645,47000,32517
20170317,7.7,0,43.1,21600,47000,32517
20170318,9.5,0,34.1,0,47000,32517
20170319,10.9,0,36,0,47000,32517
20170320,10.2,0,40.4,41490,47000,32517
20170321,7.4,0,48.1,8685,47000,32517
20170322,7.6,0,32.8,49665,47000,32517
20170323,9.1,0,34,45710,47000,32517
20170324,8.7,0,41.4,47580,47000,32517
20170325,8.1,0,41.1,10690,47000,32517
20170326,7.3,0,53.1,0,47000,32517
20170327,6.1,0.4,67.4,35010,47000,32517
20170328,7.1,0,59.8,3645,47000,32517
20170329,8.8,0,54.9,94420,47000,32746
20170330,10.6,0,50,32565,47000,32889
20170331,8.6,1.5,70.6,111915,47000,32889
20170401,9,1,60.5,7845,47000,32889
20170402,9,0,53.1,0,47000,32889
20170403,11.4,0,45.6,29160,49000,32889
20170404,14.1,0,35.3,14055,49000,32889
20170405,12,37.5,66,27550,50000,32889
20170406,10.4,3,90,0,50000,32889
20170407,14.5,0,68.1,56795,50000,32889
20170408,13,0.5,74.5,7155,50000,32889
20170409,14.8,0.5,59.6,0,50000,32889
20170410,16.5,0,25.8,85755,50000,34037
20170411,15.3,0,36.8,8130,50000,33697
20170412,11.5,0,21.8,110650,50000,33469
20170413,12.7,0,54,72780,50000,33469
20170414,13,6,57.9,141570,50000,33469
20170415,16.8,0,59.4,25575,50000,33469
20170416,18.7,0,52.9,0,50000,33469
