date,mean(¡ÆC),prep(mm),humidity(%),input,whole_price,retail_price
20180803,33.1,0,55.3,26610,39000,26076
20180804,31.1,0,60.6,0,39000,26076
20180805,30,2,71.8,0,39000,26076
20180806,30.5,6.5,71.6,11235,39000,26076
20180807,30.5,0,63.4,6578,39000,25744
20180808,31,0,64.8,6728,39000,26361
20180809,28.8,2,76.3,10965,39000,26361
20180810,30.7,0,60.9,20160,39000,26361
20180811,31,0,55.8,1373,39000,26361
20180812,30.6,5,61.3,0,39000,26361
20180813,30.5,1,68.6,7605,39000,26361
20180814,31.7,0,58.3,1470,39000,26361
20180815,31.7,1,59.5,3390,39000,26361
20180816,29.9,0,51,12815,39000,26551
20180817,27.2,0,39.8,10080,39000,27643
20180818,26.7,0,44.6,840,39000,27643
20180819,28.2,0,50.6,0,39000,27643
20180820,29.1,0,55.6,0,30000,28633
20180821,26.6,5,71.4,470,30000,28633
20180822,30.7,0,54.1,1745,30000,28633
20180823,29.4,3,59.1,1387,30000,30957
20180824,24.4,7.5,86.3,395,30000,30957
20180825,25.2,0,68,0,30000,30957
20180826,23.2,2,70,0,30000,30957
20180827,22.7,19.5,91,30,35000,30957
20180828,23.7,96.5,92.4,1965,37000,26600
20180829,25.2,42,86,2200,37000,26600
20180830,25.3,9.5,80.9,21,37000,26600
20180831,25.6,0.1,67.4,46,37000,26600
20180901,25.5,0,59.4,0,37000,26600
20180902,25.1,0,55.8,0,37000,26600
20180903,23.3,34.5,85.3,1980,37000,26600
20180904,23.2,0,69.4,6273,50000,33083
20180905,24,0,63.5,8312,50000,33047
20180906,24.1,1,69.9,6398,50000,33047
20180907,22,0.5,54.6,52218,40000,32500
20180908,21.7,0,48.8,50215,40000,32500
20180909,22.2,0,49,0,50000,32500
20180910,22.9,0,49.5,99919,50000,32500
20180911,21.6,0,48.1,277641,50000,32500
20180912,22.8,0,52,303863,50000,32500
20180913,23.5,0,63.5,475364,40000,32500
20180914,23.5,0.5,66.9,532495,60000,32500
20180915,23.3,0.2,76,623937,60000,32500
20180916,22.2,2,83.6,0,60000,32500
20180917,22.3,0.1,64.3,238419,60000,32500
20180918,22,0,59.8,114957,50000,32500
20180919,22.1,0.2,59.1,178529,55000,31800
20180920,19,5,82.4,264793,55000,31800
20180921,19.4,18,85.8,459470,50000,31800
20180922,20.8,6.5,62.3,126758,50000,31800
20180923,19.4,0,52.9,0,50000,31800
20180924,17.6,0,48.3,0,50000,31800
20180925,17.8,0,48,0,50000,31800
20180926,19.4,0,47.9,0,50000,33200
20180927,18.9,0,47.6,23269,45000,33200
20180928,17.5,0,58.1,43630,45000,33200
20180929,20.2,0,55.5,39107,45000,33200
20180930,17.6,0,52.5,0,45000,33200
20181001,15.4,0,55.1,38265,45000,33200
20181002,15.9,0,61.4,13860,45000,33200
20181003,17.3,0,58,66300,45000,33200
20181004,19.3,0,56.5,18105,35000,32700
20181005,16.9,36.5,84.1,40818,35000,32700
20181006,18,55.5,84,36285,35000,32700
20181007,16.4,0,53.5,0,35000,32700
20181008,14.8,0,47,32026,40000,33083
20181009,15.3,0,52.5,24951,40000,33083
20181010,12,7,61,42861,35000,33083
20181011,9.7,0,51,21281,35000,32527
20181012,10.9,0,54,53027,40000,32527
20181013,12.5,0,54,54145,40000,32527
20181014,13.2,0,60,0,40000,32527
20181015,15.2,0,69.9,19305,38000,32527
20181016,14.5,0,55.9,32727,40000,32527
20181017,12.4,0,53.3,19350,45000,32527
20181018,12.7,0,59.5,69025,50000,32600
20181019,13.1,0,54.3,50720,52000,32600
20181020,13.4,0,53.9,42745,52000,32600
20181021,13.4,0,49.5,0,52000,32600
20181022,14,0,50,17970,52000,32600
20181023,12.2,5,75.1,21795,50000,32167
20181024,12.5,0,66,21786,50000,32167
20181025,13.8,0,55.5,15075,45000,32167
20181026,12.2,11,74.1,62421,45000,32167
20181027,8.7,0,49.6,38085,45000,32167
20181028,8.3,5.5,77.1,0,45000,32167
20181029,7.2,0,57.3,16135,45000,32167
20181030,6.1,0,51.3,22925,45000,32167
20181031,7.4,0,55.4,28730,45000,32167
20181101,8.4,0,53.4,51740,40000,31843
20181102,10.6,0,54.9,79581,40000,31794
20181103,11.2,0,56,38775,40000,31794
20181104,11.6,0,55,0,40000,31794
20181105,11.9,0,65.5,53640,45000,31794
20181106,12.2,0,70.5,35763,45000,32557
20181107,12.8,2,79.5,43245,45000,32786
20181108,11.8,64,93.8,5355,45000,33920
20181109,12.1,1,69,65865,45000,33920
20181110,11.9,0,69.1,87815,45000,33920
20181111,8.1,0,67.6,0,45000,33920
20181112,8.1,0,52.3,50092,45000,33920
20181113,8.8,0,51.6,29025,45000,33920
20181114,9.8,0,55.5,69799,45000,33920
20181115,9.7,0,55.4,70634,48000,33920
20181116,8.8,0,65.1,93356,48000,33920
20181117,4.9,0,50.8,67525,48000,33920
20181118,6.1,0,48.8,0,48000,33920
20181119,6.5,0,50.4,49410,50000,33920
20181120,6.5,0.2,39.9,67893,50000,33920
20181121,5.8,1,57.1,68760,50000,33920
20181122,2.3,0,35,38491,50000,33920
20181123,1.9,0,29.6,84735,50000,33920
20181124,2.6,10.9,71.1,24207,50000,33920
20181125,4.8,0,77.8,0,50000,33920
20181126,6.3,0,70.1,38070,50000,33920
20181127,7.1,0,65,26025,50000,33920
20181128,5,0,27.1,34710,50000,33920
20181129,3.5,0,41.4,28185,50000,33743
20181130,2.7,0,46.1,100657,50000,33743
20181201,5.5,0,42.3,32210,50000,33743
20181202,8.2,0,50.1,0,50000,33743
20181203,11.5,9.5,87.4,87313,50000,33743
20181204,6.7,5,74.9,23856,50000,33743
20181205,0,0,39.5,70682,50000,33743
20181206,2.4,0,50.5,88683,50000,33743
20181207,-7.3,0,37.1,0,50000,33743
20181208,-8.3,0,37.1,0,50000,33743
20181209,-7.2,0,27,0,50000,33743
20181210,-2.5,0,33.3,79488,50000,33743
20181211,0.2,0,44.8,43876,50000,33743
20181212,-1.9,0,39,54821,50000,33743
20181213,-2.2,1.3,57.4,21270,50000,35171
20181214,-4.4,0,44.3,74616,50000,35171
20181215,-2.4,0,46.8,15750,50000,35171
20181216,0,0.3,63.8,0,50000,35171
20181217,1.6,0.3,60.1,78415,50000,35171
20181218,2.6,0,56.3,32501,50000,35171
20181219,4,0,53.4,105282,50000,35171
20181220,3.4,0,45.5,61992,50000,35690
20181221,5.6,0,40.1,0,50000,35690
20181222,6.9,0,48.9,26040,50000,35690
20181223,2.4,0,43,0,50000,35690
20181224,-2.3,0,35.9,0,55000,35690
20181225,0.6,0,53.4,21466,55000,35690
20181226,-1.5,0,40.8,0,55000,35690
20181227,-10.1,0,28.3,0,50000,35690
20181228,-10.5,0,33,0,55000,35690
20181229,-7.6,0,29,5076,55000,35690
20181230,-6.8,0,35.9,0,55000,35690
20181231,-5.4,0,39.6,4755,50000,35690
20190101,-5,0,49.5,0,50000,35690
20190102,-4.9,0,42.8,0,50000,35690
20190103,-3.5,0,38.8,95700,55000,34739
20190104,-1.1,0,55.5,35381,55000,34739
20190105,-2.8,0,40.3,13477,55000,34739
20190106,-2.8,0,35,0,55000,34739
20190107,-1.9,0,46.4,77193,55000,34739
20190108,-3.5,0,31,44526,55000,34739
20190109,-4.7,0,28.8,12510,55000,34739
20190110,-0.6,0,48.8,19860,55000,34739
20190111,2.4,0,58.8,92912,55000,34739
20190112,2.8,0,47.6,10575,55000,34739
20190113,1.2,0,54.3,0,55000,34739
20190114,1.4,0,68.6,45430,55000,34739
20190115,-1.7,0,58.8,12105,55000,34510
20190116,-5.2,0,45.9,52735,55000,34510
20190117,-0.3,0,45.8,164222,55000,37081
20190118,0.6,0,44,158091,55000,37324
20190119,3.6,0,59.8,98041,55000,37324
20190120,-1.4,0,38.5,0,55000,37324
20190121,-1.2,0,57.8,236351,55000,38039
20190122,1.7,0,62,135626,55000,38039
20190123,2,0,48.9,465024,55000,38039
20190124,0.1,0,34.9,436861,55000,37488
20190125,-1.2,0,27.6,523426,55000,38038
20190126,-2.5,0,30.9,382594,55000,38038
20190127,-0.1,0,52.5,0,55000,38038
20190128,1.2,0,40.4,224897,55000,38038
20190129,-0.2,0,35.5,58306,50000,37504
20190130,1.8,0,54.6,95912,55000,37747
20190131,-2,0,29,128932,55000,39195
20190201,-2.1,0.3,47.6,151439,55000,39195
20190202,1.4,0,60,20046,55000,39195
20190203,3.3,16,92.9,0,55000,39195
20190204,-0.6,0,40.4,1701,55000,39195
20190205,2.8,0,37.1,0,55000,39195
20190206,5.1,0,54.9,0,55000,39195
20190207,-2.1,0.5,45.5,0,55000,40070
20190208,-6.1,0,31.5,16581,50000,39633
20190209,-5.4,0,30,4681,50000,39633
20190210,-5,0,31.3,0,50000,39633
20190211,-3,0,34.9,16538,55000,39580
20190212,-0.6,0,35.5,3990,50000,39580
20190213,-2.1,0,26.6,32895,50000,39580
20190214,-0.5,0,24.3,39832,50000,39584
20190215,-0.8,2.2,72.8,47025,50000,39584
20190216,-2.7,0.2,59,8528,50000,39584
20190217,-1.8,0,47.4,0,50000,39584
20190218,0.9,0,43.5,9600,50000,39584
20190219,1.4,4.6,80.8,21345,50000,39584
20190220,1.7,0,67.8,15605,50000,39584
20190221,2.4,0,59.4,45436,55000,36270
20190222,4,0,56.1,26827,50000,36270
20190223,6.8,0,41,2220,50000,36270
20190224,6.3,0,45,0,50000,36270
20190225,4.7,0,55.8,0,55000,36270
20190226,5.2,0,32.8,3330,50000,36794
20190227,7.8,0,31.3,7740,50000,36794
20190228,6.6,0,39.5,0,55000,36794
20190301,6.6,0,42.3,0,55000,36794
20190302,7.8,0,37.6,0,55000,36794
20190303,9.4,0,36.4,0,55000,36794
20190304,9.9,0,46.1,15885,55000,36794
20190305,8.4,0,66.3,3900,55000,36794
20190306,8.4,0,55,22005,55000,36794
20190307,7,0,51.1,32460,50000,38251
20190308,6.1,0,39.4,42595,55000,38251
20190309,7.2,0,31.8,1485,55000,38251
20190310,10.1,0,26.4,0,55000,38251
20190311,6.6,0,61,55345,55000,38251
20190312,3.9,0,55.1,8931,55000,38251
20190313,3.5,0,38.5,69525,55000,37727
20190314,5,0,45.3,40745,55000,37727
20190315,5.5,3.5,72.8,26445,55000,37727
20190316,4.3,0,69.9,7020,55000,37727
20190317,6.3,0,55.4,0,55000,37727
20190318,7.1,0,43.8,40050,55000,37727
20190319,10,0,52,8235,55000,37727
20190320,10.3,16.5,79,22410,55000,39109
20190321,7.1,3.3,77.4,31335,55000,38584
20190322,3.3,0,40.9,58305,55000,38584
20190323,3.3,1.7,46.9,7606,55000,38584
20190324,4.3,0,45.4,0,55000,38584
20190325,7.3,0,56.1,26205,55000,38584
20190326,11.4,0,51.1,9945,55000,38584
20190327,11.6,0,66.4,16230,55000,38584
20190328,9.4,0,49.9,40365,55000,38303
20190329,9.2,0,33.1,40650,55000,38584
20190330,5.2,1.8,72,7785,55000,38584
20190331,4.4,0,46,0,55000,38584
20190401,5.5,0,39.8,36555,58000,38584
20190402,6.7,0,36.9,13530,55000,38584
20190403,7.6,0,36.1,41633,55000,38960
20190404,9.2,0,43,41340,50000,38584
20190405,11.4,0,41,39565,55000,38584
20190406,9.3,0.8,39.9,1890,55000,38584
20190407,12.6,0,43.1,0,58000,38584
20190408,11.6,0,25.6,7515,58000,38584
20190409,9.2,17.4,49.1,9345,55000,38584
20190410,7.1,5.6,78.4,47094,55000,38584
20190411,9.5,0,58,79698,55000,38870
20190412,11.4,0,48.5,50370,55000,38870
20190413,11.8,0,34,0,55000,38870
20190414,9.6,1.7,45.5,0,55000,38870
20190415,11.6,0,30.9,23610,55000,38870
20190416,14.9,0,26.3,9315,55000,38870
20190417,15.3,0,37.5,22305,55000,38870
20190418,12.6,0,74.4,40680,55000,38870
20190419,13.8,0,57.5,34470,55000,37227
20190420,14.3,1.2,66.9,4220,55000,37227
20190421,14.8,0.3,77.8,0,55000,37227
20190422,19.3,0,50.6,53795,55000,37727
20190423,20.4,0,52,33660,50000,37969
20190424,19.5,4.1,70.4,28200,55000,37969
20190425,13.2,11.3,75.9,66690,55000,38385
20190426,8.4,4.9,82.1,27050,55000,38385
20190427,11.6,0,52.6,20085,55000,38385
20190428,12.9,0,48.8,0,55000,38385
20190429,13,0,52.9,16320,55000,38385
20190430,15.5,0,52.8,19175,55000,38385
20190501,16.4,0,48.9,58905,55000,38385
20190502,17.1,0,28.5,56580,55000,38203
20190503,17.9,0,37.5,57270,55000,38203
20190504,19.5,0,40.4,7625,55000,38203
20190505,19.2,0,35.8,0,55000,38203
20190506,14.5,0,27.1,7065,55000,38203
20190507,15,0,33.4,6435,55000,38820
20190508,15.6,0,48.3,22350,55000,38820
20190509,16.6,0,43.3,37785,55000,38820
20190510,17.8,0,48,42330,55000,38820
20190511,20.3,0,39,10815,55000,38820
20190512,21.6,0,36,0,55000,38820
20190513,18.7,0,43.4,34680,55000,38820
20190514,19.6,0,44.5,22350,55000,38820
20190515,20.7,0,48.1,7605,55000,38820
20190516,23.5,0,43.8,2445,55000,38820
20190517,23.6,0,44.9,22335,55000,38820
20190518,22.8,0,46.8,135,55000,38820
20190519,19.4,22,93,0,55000,38820
20190520,16.4,8.7,63.6,53475,55000,38820
20190521,17.2,0,52,13830,55000,38820
20190522,19.5,0,46,24570,55000,38820
20190523,22.1,0,45,25380,55000,38820
20190524,24.2,0,46.4,38670,55000,38820
20190525,23.4,0,45.6,2010,55000,38820
20190526,24.5,0,39,0,55000,38820
20190527,17.8,7.1,80.9,3840,55000,38820
20190528,18.1,0,45.9,25965,55000,39370
20190529,20.3,0,48.4,9600,55000,39370
20190530,19.6,0,48,9645,55000,39370
20190531,19.1,0,49.6,36105,55000,39653
20190601,18.9,0,60.5,0,55000,39653
20190602,21.1,0,42.1,0,55000,39653
20190603,23.1,0,42.9,3600,55000,39654
20190604,22.6,0,56.4,7785,55000,39654
20190605,23,0,63.8,4635,55000,38543
20190606,21.2,7.5,75.9,0,55000,38543
20190607,20,35.3,77.3,20895,58000,38543
20190608,21.9,0,57.5,2010,58000,38543
20190609,21.6,2.5,66.1,0,58000,38543
20190610,18.4,9.5,70.3,10350,58000,38543
20190611,20.5,0,51.1,15990,58000,38543
20190612,21.5,0,57.1,24525,58000,39653
20190613,23,0,51.9,9225,60000,41560
20190614,23,0,54.8,21180,60000,41560
20190615,21.9,2.1,61.5,0,60000,41560
20190616,22,0,55.4,0,60000,41560
20190617,21.7,0,59.1,8010,65000,41322
20190618,20.8,13.8,78.6,0,60000,41605
20190619,21.4,0.2,77.8,9105,65000,41605
20190620,22.7,0,70.6,9660,65000,41605
20190621,22.1,0.2,72.9,27639,65000,41605
20190622,24.2,0,42.3,660,65000,41605
20190623,25,0,40.4,0,65000,41605
20190624,25.2,0,46.9,7605,65000,41605
20190625,25.6,0,49.1,7545,65000,41605
20190626,25.5,0,52.6,0,65000,41605
20190627,25.5,1.4,70.5,13425,65000,41605
20190628,24.7,0,67.3,19440,65000,41605
20190629,23.1,1.5,72,2595,65000,41605
20190630,23.9,0,73.5,0,65000,41605
20190701,23.9,0,64.4,8535,65000,41605
20190702,24.4,0,63.5,1772,65000,41605
20190703,24.1,0,64.6,8025,65000,41605
20190704,25.4,0,59.6,5370,68000,40660
20190705,27.6,0,42.1,31200,70000,40660
20190706,29.7,0,40.9,2295,70000,40660
20190707,26.7,0,43.3,0,70000,40660
20190708,25.1,0,46.6,8400,70000,40660
20190709,25,0,46.4,1530,70000,40660
20190710,22.7,8.5,64.1,7365,70000,41605
20190711,21.9,2.9,76.9,16965,70000,40660
20190712,23.6,0,65.5,21135,70000,40660
20190713,24.9,0,67.3,690,70000,40660
20190714,25.9,0,64.6,0,70000,40660
20190715,23.8,7.7,80,46785,70000,41050
20190716,24.7,6.3,79,1380,70000,43272
20190717,25.6,0.7,73.9,1500,70000,43272
20190718,26.9,0,65,17525,70000,43272
20190719,28.6,0,61.3,27345,70000,43272
20190720,28,1.1,66.9,0,70000,43272
20190721,25.1,6.2,87.1,0,73000,43272
20190722,26.7,0.1,74.6,54330,73000,43272
20190723,28.1,0,70.8,1755,73000,43272
20190724,26.5,1,82.3,3315,65000,43272
20190725,26.3,9.7,90.1,0,70000,43326
20190726,25.1,60,95.3,11505,75000,43326
20190727,28.4,0.6,76.6,0,75000,43326
20190728,26.1,25.6,88.3,0,75000,43326
20190729,27.5,0.5,74.5,10515,80000,43326
20190730,28.1,1.2,75.3,1785,80000,43326
20190731,25.8,62.3,91.1,0,80000,43326
20190801,26.3,26.9,86.4,8220,80000,43326
20190802,28.4,0,74.6,9390,80000,43326
20190803,29.4,3,69,0,80000,43326
20190804,28.3,8.6,75.9,0,80000,43326
20190805,30.5,0,65.5,255,80000,43326
20190806,31.6,0,51.4,0,80000,43326
20190807,26.9,8,78.1,0,80000,43326
20190808,28.9,0,71.4,23100,80000,43326
20190809,29.8,0,69,720,80000,43326
20190810,31.5,0,57.9,1140,80000,43326
20190811,30.4,6.7,53.6,0,80000,43326
20190812,26.6,56.2,91.8,0,80000,45408
20190813,29.2,6.4,76.9,0,80000,45408
20190814,30.4,0,63.9,0,80000,45408
20190815,25.9,16.2,82,0,80000,45408
20190816,25.9,0.1,74.5,0,80000,45408
20190817,25.9,0,69.5,1980,80000,45408
20190818,25.6,0,66.5,0,80000,45408
20190819,26.3,0,60.6,0,80000,43315
20190820,28.2,0,56.3,0,80000,33270
20190821,27,1.3,67.3,0,80000,31635
20190822,26.9,0,66.5,270,45000,31635
20190823,26.2,0,58.4,1260,45000,31635
20190824,24.1,0,60.9,2055,45000,31635
20190825,25,0,66.6,0,45000,31635
20190826,26.4,0,63.8,32020,50000,31635
20190827,25.7,20,71.1,21400,50000,31635
20190828,26.1,0,66.2,85838,45000,31635
20190829,23.4,36.9,77.1,102667,45000,31635
20190830,22.6,0.2,66.3,258550,45000,31635
20190831,23.5,0,65,242924,45000,31635
20190901,23.7,0,64,0,45000,31635
20190902,24.4,0,56.6,74255,45000,31635
20190903,24.1,0,67.6,75551,45000,35720
20190904,22.8,22.7,89,175521,37000,35720
20190905,23,36.4,91.4,328820,33000,34928
20190906,25.3,2.4,79.8,748863,33000,34928
20190907,25.7,2.8,72.9,574813,33000,34928
20190908,24.7,0,76.9,0,33000,34928
20190909,25.1,0,74.3,0,37000,34928
20190910,23.8,63.2,93.4,197597,50000,28100
20190911,24.3,7.6,71.4,401322,37000,29825
20190912,21,3.9,72.3,6961,37000,29825
20190913,23.3,0.1,60.4,0,37000,29825
20190914,22.4,0.3,80,0,37000,29825
20190915,24.2,0,70.4,0,37000,29825
20190916,24.5,0,53,109371,30000,31229
20190917,23.5,0,41.6,18998,30000,33414
20190918,21,0,46,1215,30000,33650
20190919,19.5,0,46.5,5970,40000,33557
20190920,19.6,0,52.8,56476,32000,33557
20190921,19.6,0,60.3,4635,32000,33557
20190922,18.6,0.4,63.4,0,32000,33557
20190923,20,0,51.1,30072,32000,33557
20190924,19.8,0,61.3,32963,32000,35130
20190925,20.9,0,64.4,25953,32000,35130
20190926,22.9,0,59.3,46799,32000,34918
20190927,22.9,0,57.5,66140,32000,34918
20190928,23.7,0,58.9,40079,32000,34918
20190929,22.6,0,60.6,0,32000,34918
20190930,22.4,0,61,34438,32000,34918
20191001,23.1,0,67.1,30933,32000,34918
20191002,21.6,23.1,88,7275,35000,35667
20191003,22.4,4.6,73.4,32063,35000,35667
20191004,22.4,0,71.5,64680,35000,34474
20191005,18.7,0.6,72.6,46925,35000,34474
20191006,18.1,0,53.4,0,35000,34474
20191007,14.8,25.4,92,40455,35000,34474
20191008,14.7,0,58.8,29973,30000,34474
20191009,13.6,0,48.3,43210,30000,34474
20191010,15.2,0,60.9,47454,35000,34474
20191011,18.8,0,60,45873,37000,34474
20191012,17.9,0,49.3,51333,37000,34474
20191013,17.2,0,52.6,0,37000,34474
20191014,14.4,0,56.9,11970,40000,32574
20191015,14.5,0,55.6,19462,40000,32574
20191016,14.6,0,58.3,48710,38000,32574
20191017,15.4,0,56,47430,35000,32133
20191018,17,0,58.3,86582,37000,32133
20191019,17,0,63.8,73665,37000,32133
20191020,16.5,0,70.3,0,37000,32133
20191021,17.1,0,61,37275,40000,32133
20191022,18.1,0,56.1,11735,40000,32133
20191023,17,0,57.3,59976,37000,31819
20191024,18.3,0,47.6,50297,35000,32690
20191025,16.7,0,58,100264,35000,32690
20191026,10,0,60,43451,35000,32690
20191027,11,0,59,0,35000,32690
20191028,12.9,1.7,65.9,30218,35000,32690
20191029,12.5,0.1,61,26700,35000,32590
20191030,11.2,0,60.3,29379,35000,33007
20191031,14.8,0,73.8,7735,38000,32173
20191101,14.9,0,57.9,102113,45000,32173
20191102,13.6,0,57.3,44194,45000,32173
20191103,14.7,0,57.8,0,45000,32173
20191104,13.8,0,57.8,54460,45000,28868
20191105,12.4,0,65.1,102416,40000,28868
20191106,11,0,63.6,106952,40000,28868
20191107,9.2,0,42.8,3030,40000,31308
20191108,6.8,0,31.4,120865,40000,31308
20191109,9.5,0,41.4,56159,40000,31308
20191110,10,11.8,59.6,0,40000,31308
20191111,11.2,1.1,71.6,69605,45000,29634
20191112,9.3,0,63.6,116424,40000,29294
20191113,7.2,7.5,72.3,72411,45000,27794
20191114,1.3,0,30.6,86743,45000,27794
20191115,5.6,18.8,87.4,92754,45000,27794
20191116,6.8,0,81.3,50795,45000,27794
20191117,8.3,21.1,79.4,0,45000,27794
20191118,4.6,14.7,59.8,248952,50000,27794
20191119,0.2,0,48,129935,45000,27794
20191120,0.5,0,35.5,177490,40000,27794
20191121,4.2,0,37.4,293152,45000,25822
20191122,9.7,0,34.1,159488,45000,25822
20191123,12.1,0,52,120008,45000,25822
