date,mean(¡ÆC),prep(mm),humidity(%),in,week(code),whole_price,retail_price
20160101,1.2,0,73,0,0,26000,4125
20160102,5.7,0,76.9,0,0,26000,4125
20160103,6.5,0,80.6,0,0,26000,4125
20160104,2,0,54.4,11660,1,26000,4125
20160105,-2.7,0,39.4,24344,1,26000,4188
20160106,-1.7,0,54.3,5985,1,28000,4269
20160107,-3.4,0,51.8,5380,1,25000,4300
20160108,-3.3,0,49.8,16645,1,24000,4300
20160109,-2.1,0,57.1,10541,1,24000,4300
20160110,0.3,0,42.3,0,0,25000,4435
20160111,-3.8,0,38.3,16210,1,25000,4435
20160112,-5.2,0,46,19283,1,25000,4466
20160113,-4.5,0.4,63,3875,1,27000,4466
20160114,-3.4,0,52.1,6936,1,25000,4591
20160115,-0.4,0,52.3,10895,1,26000,4633
20160116,-0.2,0.1,68,15503,1,26000,4633
20160117,1.7,0,64,0,0,27000,4633
20160118,-6.3,0.2,59.8,7488,1,27000,4633
20160119,-12.8,0,45.9,26182,1,27000,4501
20160120,-10.5,0,43.6,4546,1,29000,4501
20160121,-7.1,0,44.3,910,1,28000,4301
20160122,-7.6,0,40.5,23310,1,30000,4323
20160123,-11.5,0,42,12550,1,30000,4323
20160124,-14.4,0,48.5,0,0,32000,4641
20160125,-9.4,0,47.1,17240,1,32000,4641
20160126,-3.3,0.3,64.5,105,1,34000,4641
20160127,-1.1,0,56.3,6875,1,35000,4735
20160128,-0.5,0,51.5,2845,1,33000,5404
20160129,1.9,0,43.6,16685,1,35000,5404
20160130,0.6,0,59.5,0,0,35000,5404
20160131,-3.9,0,34,0,0,36000,5404
20160201,-6,0,36,11580,1,36000,5404
20160202,-5.3,0,41.8,6465,1,36000,5404
20160203,-2.4,0,49.6,20145,1,36000,5404
20160204,-0.7,0,50.1,3909,1,37000,5816
20160205,-2.2,0,39.4,21370,1,37000,5816
20160206,-3.1,0,38.6,8460,1,37000,5816
20160207,-2.9,0,46.5,0,0,37000,5816
20160208,1.3,0,62.1,0,0,35000,5816
20160209,0.3,0,52.5,0,0,35000,5566
20160210,2.7,0,38.5,0,0,35000,5566
20160211,8.1,0.1,29.3,18730,1,35000,5566
20160212,8.4,18,95.3,25051,1,33000,5566
20160213,11,21,95,4798,1,33000,5566
20160214,-2.6,2.5,73.1,0,0,34000,5566
20160215,-5.8,0,48.4,21740,1,34000,5566
20160216,-2.7,0.8,65.6,12589,1,33000,5566
20160217,0,0,53.9,13672,1,33000,5670
20160218,3.5,0,66.4,14541,1,33000,5639
20160219,2.3,0,56.4,21455,1,32000,5733
20160220,1.3,0,37.1,9494,1,32000,5733
20160221,-0.6,0,36.4,0,0,30000,5733
20160222,1.1,0,36.6,27765,1,30000,5733
20160223,0.7,0.9,56,12368,1,30000,5733
20160224,-3,0,42,12377,1,30000,5754
20160225,-0.2,0,49.9,12181,1,30000,5254
20160226,2.2,0,41.3,19524,1,30000,5254
20160227,3.3,0.2,57.6,17529,1,30000,5254
20160228,0.7,4.1,65.5,0,0,30000,5254
20160229,-3.8,0,48.6,21578,1,30000,5191
20160301,-2.7,0,47.3,13135,1,33000,5191
20160302,3.1,0,67.9,11141,1,33000,5191
20160303,8.1,0,65.1,16499,1,35000,5079
20160304,13.2,0.1,55.3,19157,1,35000,5141
20160305,11.3,40,91.3,18820,1,35000,5141
20160306,7.9,0.2,51,0,0,37000,5204
20160307,8.1,0,36.9,23066,1,37000,5204
20160308,2.7,0,40.4,16502,1,37000,5204
20160309,0.3,0,37.5,20742,1,40000,5204
20160310,-1.1,0,37.8,16183,1,40000,5454
20160311,-0.5,0,43.8,18536,1,45000,5454
20160312,2,0,55.6,17556,1,45000,5454
20160313,3.7,0.1,68.1,0,0,46000,5308
20160314,4.7,0,57,28569,1,46000,5308
20160315,5.2,0,43.4,24685,1,44000,5308
20160316,7.5,0,45.1,15487,1,41000,5308
20160317,9.3,0,40.9,16698,1,38000,5245
20160318,13.4,0,50,20223,1,39000,5245
20160319,11.4,0,58.3,15807,1,39000,5245
20160320,10.6,0,54,0,0,37000,5245
20160321,9.9,0,54.1,34313,1,37000,5245
20160322,8,0,58.1,31530,1,35000,5308
20160323,8.2,0,49.6,14577,1,35000,5308
20160324,7.2,0,36.5,18837,1,33000,4755
20160325,7.1,0,43.9,30791,1,31000,4796
20160326,6.5,0,54.5,28725,1,31000,4796
20160327,7.2,0,55.6,0,0,33000,4796
20160328,9.8,0,47.8,35227,1,33000,4796
20160329,11.3,0.1,57.8,41240,1,34000,4796
20160330,11.5,0,49.9,26041,1,34000,4796
20160331,13.5,0,27,15504,1,32000,4911
20160401,15.3,0,26,34652,1,33000,4954
20160402,15,0,40.8,23415,1,33000,4954
20160403,10.7,2,75.1,0,0,33000,4954
20160404,12.3,0,42.6,38232,1,33000,4954
20160405,11.4,0,45.1,33986,1,33000,4954
20160406,14.4,3,44.3,34878,1,33000,4954
20160407,14.1,7.5,69.5,19749,1,33000,4748
20160408,11.1,0,76.1,28305,1,33000,4560
20160409,10.7,0,83.9,34419,1,33000,4560
20160410,13.4,0,71.3,0,0,33000,4476
20160411,12.5,0,43.8,35621,1,33000,4476
20160412,14.1,0,42.6,47206,1,31000,4425
20160413,15.6,1,67.5,32983,1,31000,4425
20160414,12.4,0,75.9,39803,1,31000,4411
20160415,15,0,46.4,42841,1,31000,4568
20160416,14.9,23.5,58.9,27983,1,31000,4568
20160417,10.8,20.5,66.8,0,0,31000,4544
20160418,11.2,1.5,65.4,56162,1,31000,4544
20160419,12,0,55.1,46470,1,31000,4481
20160420,14.3,0.5,54,40121,1,30000,4481
20160421,13.5,17,87.6,30050,1,30000,4190
20160422,13.5,0,83.4,41738,1,28000,4169
20160423,13.5,0,52.1,50055,1,28000,4169
20160424,15.5,0,39.6,0,0,28000,4289
20160425,17.2,0,34.8,49987,1,28000,4289
20160426,21.1,0,34.8,41027,1,28000,4248
20160427,17.2,0,32,24057,1,26000,4144
20160428,17.2,0,34.4,25412,1,25000,3880
20160429,16.2,0.3,47.6,55013,1,23000,3838
20160430,15.9,0,45.3,40805,1,23000,3838
20160501,18.8,0,40.5,0,0,22000,3765
20160502,21.1,16.5,64.5,56875,1,22000,3765
20160503,12.9,27,86.1,52487,1,22000,3765
20160504,15.7,0,46.6,62167,1,20000,3775
20160505,18.9,7.5,50.8,44904,1,20000,3775
20160506,16.3,9.5,89.3,50766,1,20000,3775
20160507,16.5,0,60.3,21977,1,18000,3450
20160508,19.4,0,44.8,0,0,18000,3450
20160509,20.2,0,43,75306,1,18000,3450
20160510,14.5,13.5,82.4,61458,1,16000,3399
20160511,16.4,0,60.9,46980,1,16000,3336
20160512,17.8,0,62.4,37441,1,16000,3436
20160513,18.6,0.5,57,47415,1,15000,3436
20160514,20.2,0,47.1,14878,1,15000,3436
20160515,17.4,45,73.9,0,0,15000,3489
20160516,15.9,2.5,57,57529,1,15000,3489
20160517,19.3,0,48.8,57121,1,14000,3451
20160518,22.3,0,40.3,53161,1,14000,3451
20160519,24.3,0,36.4,59511,1,14000,3081
20160520,24,0,32,36297,1,15000,3086
20160521,24.1,0,23.8,36462,1,15000,3086
20160522,24.7,0,35,0,0,14000,3086
20160523,23.3,0,43,75906,1,14000,3086
20160524,16.8,38.5,82.6,47063,1,14000,3086
20160525,19.7,0,67.9,59447,1,14000,3086
20160526,19.4,0,72,9915,1,16000,3014
20160527,20.9,0,61.3,75297,1,16000,2846
20160528,21.7,0,56.1,73332,1,16000,2846
20160529,21.5,0,56.1,0,0,15000,2929
20160530,22.1,0,57.3,82755,1,15000,2929
20160531,21.6,0,63.6,65040,1,14000,2866
20160601,23.3,0,45.8,64948,1,13000,2866
20160602,23.2,0,38.3,54660,1,13000,2774
20160603,22.2,0,48.1,67655,1,13000,2753
20160604,21.2,0,51.8,63739,1,13000,2753
20160605,24.7,0,47.3,0,0,13000,2753
20160606,23.3,0,49.1,88558,1,13000,2753
20160607,21.7,0.1,69.5,75420,1,13000,2753
20160608,22.1,0,65.9,73574,1,13000,2753
20160609,24.1,0,59.5,17549,1,12000,2545
20160610,24.6,0,60.9,73076,1,12000,2525
20160611,23.5,3,74.3,17696,1,12000,2525
20160612,23.5,1.5,79.4,0,0,11000,2463
20160613,23.5,0,70.5,108868,1,11000,2463
20160614,23.8,0,62.5,68461,1,11000,2463
20160615,20.9,15.5,81.8,82508,1,11000,2379
20160616,20.9,0,73.5,55263,1,11000,2513
20160617,23.8,0,63.1,47988,1,11000,2488
20160618,24.5,0,58,53371,1,11000,2488
20160619,24.1,0,64.5,0,0,12000,2513
20160620,24.7,0,66,78186,1,12000,2513
20160621,26,0,60.1,47857,1,12000,2450
20160622,24.3,30.5,75.1,47285,1,13000,2450
20160623,24.7,0.1,71,54798,1,13000,2321
20160624,23.1,3.5,75.8,46005,1,12000,2321
20160625,22.8,0,63.1,53013,1,12000,2321
20160626,24.4,0,58.4,0,0,12000,2259
20160627,24.4,0,55.5,75738,1,12000,2259
20160628,24.7,0,61.1,0,0,10000,2259
20160629,25.3,0,58,58038,1,10000,2259
20160630,24.6,0.2,78.1,68959,1,11000,2300
20160701,24,108.5,86.5,100678,1,11000,2331
20160702,23.5,4,81.4,59872,1,11000,2331
20160703,23.5,0,70.4,0,0,11000,2331
20160704,21.8,29.5,85.1,95273,1,11000,2331
20160705,23.1,100.5,93.6,62044,1,11000,2331
20160706,22.9,0,74,58956,1,11000,2331
20160707,24,0,71.6,82144,1,11000,2319
20160708,27.3,0,66.5,0,0,14000,2319
20160709,27.7,0,64.8,64240,1,14000,2319
20160710,27.9,0,64.4,0,0,15000,2319
20160711,28.4,0,67.4,0,0,15000,2319
20160712,26.3,3,65.5,49892,1,16000,2458
20160713,26.3,0,69,81886,1,16000,2481
20160714,27.5,0.1,66.9,42460,1,17000,2993
20160715,26.2,1.5,60,37700,1,16000,2984
20160716,20.8,46.5,92.8,0,0,16000,2984
20160717,21.7,2.5,82.9,0,0,16000,3313
20160718,24.4,0.2,75.1,0,0,16000,3313
20160719,27.1,0,65.5,19814,1,15000,3316
20160720,28.6,0,62.5,25845,1,15000,3316
20160721,28.3,0,61.3,290,1,15000,2984
20160722,29.1,0,64,2025,1,15000,3004
20160723,28.7,0.5,70.4,4555,1,15000,3004
20160724,28,0.5,77.9,0,0,17000,3035
20160725,28.4,0,75.3,32340,1,17000,3035
20160726,28.4,0,69,0,0,16000,3035
20160727,27.6,0.5,76.4,27196,1,18000,3035
20160728,28,0.2,70.6,0,0,19000,2854
20160729,26.3,59.5,82.3,25302,1,20000,2854
20160730,28.6,0.5,73.5,32200,1,20000,2854
20160731,28.9,0.2,72.1,0,0,18000,2854
20160801,28.4,0,72,0,0,18000,2854
20160802,27.2,2,72.5,31579,1,16000,2806
20160803,29.1,0,65.4,28321,1,18000,2806
20160804,30.7,0,59.6,24223,1,18000,3125
20160805,31.2,0,60.1,27620,1,18000,2894
20160806,30.5,0,64.8,9012,1,18000,2894
20160807,30.6,0,56,0,0,20000,2894
20160808,30.5,0,63.1,51821,1,20000,2894
20160809,29.3,1,68.3,28366,1,18000,2910
20160810,29.4,0,66.3,26049,1,16000,2910
20160811,30.5,0,64.1,27623,1,16000,2869
20160812,30.4,0,68.3,0,0,18000,2989
20160813,30.2,0,67.9,31476,1,18000,2989
20160814,28.9,0.2,74,0,0,18000,2989
20160815,29.1,0,65.5,41721,1,20000,2911
20160816,29.3,0.5,64.9,26698,1,20000,2911
20160817,29.9,0,60.4,27811,1,20000,2880
20160818,29.9,0,61.9,23930,1,19000,2843
20160819,28.9,11.5,69.5,30541,1,20000,2905
20160820,30.1,0,59,29228,1,20000,2905
20160821,30.7,0,57.5,0,0,22000,2905
20160822,30.7,0.4,58,36309,1,22000,2905
20160823,28.3,8,68.8,24397,1,21000,2841
20160824,29.1,0,59.1,22207,1,23000,2841
20160825,27.1,4.5,70.4,26192,1,22000,2964
20160826,23,20,57,22097,1,23000,2964
20160827,23.4,0,43.3,25792,1,23000,2964
20160828,21,1.5,62.5,0,0,25000,3123
20160829,22.2,0,54.5,28230,1,25000,3123
20160830,20.6,0,60.4,20206,1,26000,3123
20160831,17.7,17.5,85.3,17005,1,27000,3004
20160901,23.2,0,71.3,13723,1,28000,3163
20160902,24.2,4.5,68.5,18203,1,30000,3371
20160903,23.9,0.5,73.8,20419,1,30000,3371
20160904,25.6,0,71.3,0,0,32000,3661
20160905,26.4,0,66.1,21134,1,32000,3661
20160906,24.7,0,69,14385,1,35000,3703
20160907,24.3,0,69.8,16621,1,37000,3703
20160908,23,4.5,76.4,15058,1,38000,4518
20160909,23.9,0,71.1,15859,1,36000,4685
20160910,24.4,0,65.4,20251,1,36000,4685
20160911,24.5,0,66.3,0,0,35000,4894
20160912,23.4,2.5,68.9,46522,1,35000,4894
20160913,24.6,0,62.5,23374,1,33000,4935
20160914,24.6,0,66.1,17510,1,33000,4935
20160915,23.9,0,68.1,0,0,33000,4935
20160916,24.6,0,64.9,0,0,30000,4634
20160917,23.1,7,64.8,0,0,30000,4634
20160918,23.5,0,53.4,0,0,30000,4634
20160919,21.9,0,53.3,40761,1,30000,4634
20160920,20.6,0,41.1,36231,1,28000,4405
20160921,20.2,0,43.4,27173,1,27000,4405
20160922,21.9,0,46.3,20401,1,25000,4031
20160923,21.4,0,57.9,21119,1,23000,4031
20160924,22.3,0,60.6,26474,1,23000,4031
20160925,23,0,57.6,0,0,25000,3913
20160926,23.6,0,59.1,31616,1,25000,3913
20160927,21,13.5,82.5,20870,1,27000,3913
20160928,19.9,0.5,84.6,15226,1,28000,3975
20160929,20.4,0,64.4,18603,1,30000,4448
20160930,20.5,0,66.9,11682,1,33000,4448
20161001,21.1,0,69,16147,1,37000,4610
20161002,19,18.5,84.1,0,0,37000,4610
20161003,22.7,6.5,73.3,12930,1,37000,4610
20161004,22,0,58.9,0,0,37000,4610
20161005,21.1,0,61.9,19783,1,39000,4735
20161006,18,0,59.3,11553,1,41000,5540
20161007,19.7,2,67.8,12524,1,40000,5603
20161008,16.8,6,66.4,16848,1,40000,5603
20161009,11.3,0,46.3,0,0,42000,5603
20161010,14,0,43.3,12086,1,42000,5603
20161011,15.4,0,62.4,5215,1,40000,5503
20161012,15.5,0,57,13892,1,40000,5565
20161013,15.2,0,44.1,16210,1,40000,5565
20161014,16.7,0,61.8,9128,1,42000,5846
20161015,19.1,0,60.6,16731,1,42000,5846
20161016,17.2,1.5,74.1,0,0,42000,5967
20161017,17.5,0,76.1,21226,1,42000,5967
20161018,17,0,70.9,0,0,42000,6039
20161019,18,0,67.6,17546,1,40000,6039
20161020,18.6,0,61.3,31818,1,40000,6253
20161021,17.9,0,58.6,0,0,40000,6229
20161022,18.3,0,59,33793,1,40000,6229
20161023,13.3,2.5,66.3,0,0,30000,6310
20161024,15.1,0,54.8,36351,1,30000,6310
20161025,14.1,37,84,24345,1,28000,6380
20161026,13.3,0,81,0,0,28000,6380
20161027,14.6,0,65.4,21774,1,30000,5838
20161028,14.6,0.3,61.8,0,0,28000,5775
20161029,7.8,0,40.3,0,0,28000,5775
20161030,7.9,0,31.9,0,0,28000,5775
20161031,5.7,0.5,59.9,10397,1,28000,5775
20161101,1.5,0,43.6,23384,1,27000,5481
20161102,4.1,0.1,53.1,0,0,27000,5231
20161103,9.1,0.2,62.8,0,0,27000,5050
20161104,12.3,0,67,9784,1,28000,5050
20161105,15,0,77.4,7670,1,28000,5050
20161106,14,0,59.4,0,0,30000,5050
20161107,12.8,5.5,71.3,15464,1,30000,5050
20161108,4.1,0.5,58,14451,1,29000,5081
20161109,2.1,0,41.1,9686,1,31000,5081
20161110,6,0.4,55.5,10959,1,30000,5446
20161111,9.1,4,63.3,16199,1,30000,5503
20161112,11.4,0,62.1,13087,1,30000,5503
20161113,14.4,0.5,74.8,0,0,30000,5503
20161114,13.2,1.5,78.5,19209,1,30000,5503
20161115,5.2,0,44.3,15563,1,28000,5503
20161116,5.2,0,44.3,17963,1,28000,5596
20161117,9.1,0,56.4,9411,1,30000,5108
20161118,10.3,0,58.4,16668,1,30000,4844
20161119,13,0,71.1,12237,1,30000,4844
20161120,9.8,0,48.6,0,0,28000,5006
20161121,9.5,0,40.5,14106,1,28000,5006
20161122,2,0.2,43.3,10429,1,30000,4881
20161123,-1.8,0,37.5,14730,1,31000,4813
20161124,-2.5,0,37.8,14527,1,31000,4744
20161125,1,0,43.9,10883,1,31000,4744
20161126,0.9,2.8,69.6,11205,1,31000,4744
20161127,3.3,0,81.3,0,0,31000,4744
20161128,1.4,0,57.9,16023,1,31000,4744
20161129,1.7,0,40.8,4588,1,31000,4744
20161130,6,1,59.8,12008,1,31000,4938
20161201,4.1,0,47.6,4590,1,31000,4769
20161202,1.6,0,48.4,12756,1,31000,4769
20161203,4.5,0,58.8,3291,1,33000,4769
20161204,5.5,0,60.1,0,0,33000,4713
20161205,5.9,1.5,69.1,16012,1,33000,4713
20161206,-1.1,0,38.5,5452,1,35000,4713
20161207,1.7,0,58.3,14358,1,37000,4781
20161208,2.1,3,70,2810,1,39000,5338
20161209,1.4,3,65.8,8944,1,40000,5338
20161210,-1.6,0,47.6,11159,1,40000,5338
20161211,-1.1,0,42.6,0,0,40000,5338
20161212,2.3,0,37.9,8116,1,40000,5338
20161213,3.4,0,53.6,12360,1,42000,5614
20161214,-1.4,0.1,68.1,13524,1,42000,5676
20161215,-5,0,41.8,5580,1,44000,6180
20161216,-4.7,0,40.3,16358,1,42000,6180
20161217,2.7,0,60.1,7740,1,42000,6180
20161218,4.9,0,68.8,0,0,40000,6243
20161219,7.2,0.1,66,9579,1,40000,6243
20161220,7.6,0,71.3,8998,1,41000,6243
20161221,7.9,29,75.5,0,0,42000,6305
20161222,5.5,23.5,90.3,5675,1,42000,6430
20161223,-2.5,0.1,71.1,15424,1,42000,6171
20161224,-2.4,0,66,0,0,42000,6171
20161225,1,0,69.5,0,0,43000,6171
20161226,2.5,0,73.8,11705,1,43000,6171
20161227,-2.3,0.5,54.6,8719,1,45000,6171
20161228,-3.7,0,49,0,0,43000,5938
20161229,-4.2,0.3,53.1,0,0,42000,5806
20161230,-3.9,0,50.9,18743,1,43000,5806
20161231,0.7,0,65.4,4107,1,43000,5806
20170101,2.7,0,75.9,0,0,43000,5838
20170102,5,0.3,77.8,0,0,43000,5838
20170103,2,0,61.8,16295,1,41000,5838
20170104,3.9,0,55,8014,1,40000,5838
20170105,3.8,0,52.3,1951,1,38000,5963
20170106,5.4,0,58.5,20809,1,38000,5963
20170107,4.6,0,64.9,3820,1,38000,5963
20170108,6.5,0,61.4,0,0,36000,5963
20170109,1.5,0,60.8,0,0,36000,5963
20170110,-3.7,0,45.1,75,1,34000,5963
20170111,-3.8,0,36.4,6228,1,35000,5963
20170112,-2.2,0,43.1,790,1,34000,5881
20170113,-6,0.6,47.4,20801,1,35000,5881
20170114,-8.4,0,33.3,2585,1,35000,5881
20170115,-6.6,0,35.3,0,0,33000,5881
20170116,-3.8,0,37.6,0,0,33000,5881
20170117,-2,0,46.6,990,1,35000,5944
20170118,-0.5,0,68.9,6105,1,35000,5944
20170119,-1.2,0,55.4,1684,1,32000,5900
20170120,-4.4,4,70.3,20868,1,34000,5900
20170121,-5.2,2.1,78.1,0,0,34000,5900
20170122,-8.3,0,51.3,0,0,32000,5900
20170123,-8.9,0,48.4,0,0,32000,5900
20170124,-7,0,49.6,0,0,34000,5963
20170125,-5.2,0,50.6,7618,1,35000,5900
20170126,-1.3,0.3,64.4,12359,1,38000,5838
20170127,-2.6,3,47.3,4986,1,38000,5838
20170128,-1.6,0,38,0,0,38000,5838
20170129,0.8,4.5,71.1,0,0,38000,5838
20170130,-4.8,0.1,61.4,0,0,38000,5838
20170131,-5.4,0,44.8,0,0,38000,5838
20170201,-4,0,44.5,30541,1,38000,5775
20170202,-2.7,0,52.9,7780,1,40000,5650
20170203,1.5,0,65.4,0,0,40000,5588
20170204,0.9,0,69.4,0,0,40000,5588
20170205,1.2,0.5,75.3,0,0,40000,5588
20170206,-1.7,0,51,13380,1,40000,5588
20170207,-2,0,45.4,1608,1,38000,5588
20170208,-2.2,0,50.1,11202,1,38000,5588
20170209,-5.3,0,47,5782,1,40000,5588
20170210,-6.6,0,44.3,28534,1,38000,5588
20170211,-4.8,0,45.4,2793,1,38000,5588
20170212,-2.2,0,51.3,0,0,37000,5588
20170213,0.1,0,59.6,5937,1,37000,5588
20170214,0.3,0,46,6224,1,39000,5713
20170215,1.8,0,52.1,11624,1,38000,5713
20170216,5.5,0,63.9,4073,1,36000,5588
20170217,0.8,4,56.9,20681,1,35000,5588
20170218,-2.6,0,49.4,6112,1,35000,5588
20170219,2.3,1,68,0,0,36000,5650
20170220,-1.5,0.5,53.8,19819,1,36000,5650
20170221,-0.6,0,37.1,185,1,36000,5650
20170222,1.7,5.1,70.8,9765,1,36000,5650
20170223,-1.5,0,56.4,8436,1,34000,5025
20170224,-0.8,0,51.3,29160,1,32000,4963
20170225,2.6,0,63.6,18474,1,32000,4963
20170226,3.6,0,52.8,0,0,35000,4900
20170227,3.7,0,37.4,5398,1,35000,4900
20170228,5.6,0,41.5,0,0,34000,4900
20170301,5,5,65,19328,1,34000,4900
20170302,1.8,0.5,59.5,8347,1,33000,5330
20170303,3.3,0,54.4,36858,1,31000,5286
20170304,5.7,0,60,13623,1,31000,5286
20170305,5.2,0.5,71.6,0,0,33000,5506
20170306,0.1,0,41.3,4400,1,33000,5506
20170307,-1.3,0,37.5,2130,1,35000,5375
20170308,-0.1,0,50.6,16136,1,35000,5375
20170309,3.2,0,47.3,14125,1,33000,4949
20170310,4.8,0,37.4,42223,1,32000,4949
20170311,7.3,0,37.4,23446,1,32000,4949
20170312,8.2,0,58.4,0,0,31000,4918
20170313,6.9,0,49.8,158,1,31000,4918
20170314,5.8,0,37.5,4594,1,31000,4918
20170315,6.3,0,34.9,23732,1,30000,4793
20170316,6.2,0,41.8,14473,1,29000,4511
20170317,7.7,0,43.1,1229,1,29000,4511
20170318,9.5,0,34.1,0,0,29000,4511
20170319,10.9,0,36,0,0,30000,4449
20170320,10.2,0,40.4,240,1,30000,4449
20170321,7.4,0,48.1,3787,1,28000,4449
20170322,7.6,0,32.8,17959,1,28000,4449
20170323,9.1,0,34,10621,1,28000,4261
20170324,8.7,0,41.4,43491,1,28000,4261
20170325,8.1,0,41.1,24805,1,28000,4261
20170326,7.3,0,53.1,0,0,28000,4261
20170327,6.1,0.4,67.4,1123,1,28000,4261
20170328,7.1,0,59.8,5100,1,28000,4324
20170329,8.8,0,54.9,16788,1,28000,4324
20170330,10.6,0,50,5266,1,27000,4350
20170331,8.6,1.5,70.6,38783,1,28000,4350
20170401,9,1,60.5,11888,1,29000,4350
20170402,9,0,53.1,0,0,29000,4350
20170403,11.4,0,45.6,635,1,29000,4350
20170404,14.1,0,35.3,15,1,27000,4350
20170405,12,37.5,66,20049,1,27000,4350
20170406,10.4,3,90,0,0,28000,3621
20170407,14.5,0,68.1,48509,1,28000,3621
20170408,13,0.5,74.5,22694,1,28000,3621
20170409,14.8,0.5,59.6,0,0,28000,3640
20170410,16.5,0,25.8,8380,1,28000,3640
20170411,15.3,0,36.8,11680,1,28000,3678
20170412,11.5,0,21.8,74905,1,28000,3678
20170413,12.7,0,54,22327,1,26000,4021
20170414,13,6,57.9,135309,1,25000,3959
20170415,16.8,0,59.4,60472,1,25000,3959
20170416,18.7,0,52.9,0,0,23000,3959
20170417,14.7,5.5,66.5,3410,1,23000,3959
20170418,11.7,7.5,76.5,25289,1,21000,3959
20170419,12.6,0,43.1,37899,1,19000,3959
